Address,Rooms,Price,Bedroom2,Bathroom,Landsize,YearBuilt,Regionname,Suburb,Type
3/625 Toorak Rd,2,920000,2,1,0,1930,Southern Metropolitan,Toorak,u
52 Rosemar Cct,4,910000,4,2,626,,Eastern Metropolitan,Viewbank,h
4 The Glade,3,960000,4,2,656,1990,Eastern Metropolitan,Viewbank,h
3/23 Christine St,2,556000,2,1,195,1995,Eastern Metropolitan,Viewbank,u
42 Graham Rd,4,1010000,4,3,669,1960,Eastern Metropolitan,Viewbank,h
81 Martins La,3,880000,3,2,704,1970,Eastern Metropolitan,Viewbank,h
85 Martins La,4,920250,4,2,558,,Eastern Metropolitan,Viewbank,h
9 Rosebud Pde,4,1080000,4,1,676,,Eastern Metropolitan,Viewbank,h
37 Eamon Dr,3,770000,3,2,577,1970,Eastern Metropolitan,Viewbank,h
14 Rosemary Ct,4,730000,4,1,865,1960,Eastern Metropolitan,Viewbank,h
24 Martins La,3,820000,3,2,555,,Eastern Metropolitan,Viewbank,h
26 Lyon Rd,4,1102500,4,2,659,,Eastern Metropolitan,Viewbank,h
20 Robern Pde,4,1005000,4,2,696,1950,Eastern Metropolitan,Viewbank,h
16/86 Graham Rd,2,555000,2,1,197,1980,Eastern Metropolitan,Viewbank,u
10/86 Graham Rd,2,546000,2,1,177,1975,Eastern Metropolitan,Viewbank,u
17 Lena St,3,765000,3,1,608,1975,Eastern Metropolitan,Viewbank,h
19 Lena St,3,920000,3,2,834,1975,Eastern Metropolitan,Viewbank,h
3 Norma Ct,5,895000,5,3,648,,Eastern Metropolitan,Viewbank,h
15 Christine St,3,775000,5,3,586,,Eastern Metropolitan,Viewbank,h
5/367 Lower Plenty Rd,3,440000,3,1,416,,Eastern Metropolitan,Viewbank,u
42 Lyon Rd,4,1042500,4,2,648,,Eastern Metropolitan,Viewbank,h
24 Northwood Dr,5,1025000,5,3,531,1978,Eastern Metropolitan,Viewbank,h
11 Grantham Rd,4,940000,4,3,574,,Eastern Metropolitan,Viewbank,h
44 Martins La,4,895000,4,2,700,1980,Eastern Metropolitan,Viewbank,h
40 Castleton Rd,3,820000,3,2,628,1960,Eastern Metropolitan,Viewbank,h
159 Graham Rd,3,870000,3,1,698,1960,Eastern Metropolitan,Viewbank,h
111 Rutherford Rd,4,1085000,4,3,599,,Eastern Metropolitan,Viewbank,h
12 Rosemary Ct,3,915000,3,2,769,,Eastern Metropolitan,Viewbank,h
3 The Nook,4,1050000,4,2,660,1977,Eastern Metropolitan,Viewbank,h
4 French Ct,3,660000,3,1,583,1970,Northern Metropolitan,Watsonia,h
57 Frensham Rd,3,581000,3,2,567,1970,Northern Metropolitan,Watsonia,h
9 Grace St,3,1000000,3,2,739,,Northern Metropolitan,Watsonia,h
17 Longmuir Rd,3,785000,3,1,0,,Northern Metropolitan,Watsonia,h
5 Sarong St,3,600000,3,1,605,1970,Northern Metropolitan,Watsonia,h
2/21 High St,3,690000,3,2,308,2015,Northern Metropolitan,Watsonia,h
1/42 Wattle Dr,3,582000,3,1,302,1950,Northern Metropolitan,Watsonia,h
7 French Ct,3,740000,3,1,591,1960,Northern Metropolitan,Watsonia,h
56 Frensham Rd,3,671000,3,2,280,2002,Northern Metropolitan,Watsonia,h
1 Meagher St,3,741000,3,1,671,1960,Northern Metropolitan,Watsonia,h
18 Temby St,4,706000,4,1,581,,Northern Metropolitan,Watsonia,h
2 Thompson St,3,725000,3,1,545,,Northern Metropolitan,Watsonia,h
45 Grace St,3,808000,3,2,265,,Northern Metropolitan,Watsonia,h
4 Ananda Ct,3,711000,3,1,658,,Northern Metropolitan,Watsonia,h
1/18 Leafield St,3,537000,3,1,327,1960,Northern Metropolitan,Watsonia,u
3 Tennyson St,3,1040000,3,2,903,1950,Northern Metropolitan,Watsonia,h
11 Leafield St,4,1171000,3,3,670,2010,Northern Metropolitan,Watsonia,h
1 Papua St,2,662000,2,1,605,1960,Northern Metropolitan,Watsonia,h
16 Castlereagh Pl,3,800000,4,2,595,2000,Northern Metropolitan,Watsonia,h
18 Papua St,3,922000,3,1,798,1960,Northern Metropolitan,Watsonia,h
3/8 Herbert St,2,485000,2,1,184,,Northern Metropolitan,Watsonia,t
295 Greenwood Dr,3,860500,3,2,767,1960,Northern Metropolitan,Watsonia,h
4 Papua St,3,702000,3,1,604,1970,Northern Metropolitan,Watsonia,h
49 Wattle Dr,3,627500,3,1,319,2000,Northern Metropolitan,Watsonia,h
1 Elder St,3,632000,3,1,650,,Northern Metropolitan,Watsonia,h
14 Illoura St,3,601000,3,1,653,,Northern Metropolitan,Watsonia,h
2/5 Marilyn Ct,3,549000,3,1,0,1980,Northern Metropolitan,Watsonia,u
1/6 Wattle Dr,2,342500,2,1,0,,Northern Metropolitan,Watsonia,u
28 Papua St,2,701000,4,1,762,1970,Northern Metropolitan,Watsonia,h
5 Princes St,3,645000,3,1,355,1966,Northern Metropolitan,Watsonia,h
36 Powley Pde,3,838000,3,1,828,,Northern Metropolitan,Watsonia,h
44 Anderson St,3,1010000,3,3,0,1940,Northern Metropolitan,West Melbourne,t
1004/58 Jeffcott St,3,650000,3,2,0,,Northern Metropolitan,West Melbourne,u
115 Abbotsford St,3,1260000,2,3,506,2000,Northern Metropolitan,West Melbourne,h
10/18 Ireland St,1,460000,1,1,0,2000,Northern Metropolitan,West Melbourne,u
96 Roden St,3,2370000,3,3,265,1880,Northern Metropolitan,West Melbourne,h
8/115 Stanley St,2,800000,2,2,54,2006,Northern Metropolitan,West Melbourne,t
9/24 Ireland St,1,550000,1,1,0,1930,Northern Metropolitan,West Melbourne,u
108/33 Jeffcott St,3,660000,3,2,0,1998,Northern Metropolitan,West Melbourne,u
2/212 Roden St,2,1055000,2,1,0,2009,Northern Metropolitan,West Melbourne,t
9/561 Spencer St,3,995000,3,1,0,1940,Northern Metropolitan,West Melbourne,u
6/40 Batman St,3,1130000,3,2,116,2002,Northern Metropolitan,West Melbourne,t
209/5 Stawell St,1,443000,1,1,547,1900,Northern Metropolitan,West Melbourne,u
7/88 Ireland St,3,1120000,3,3,801,2008,Northern Metropolitan,West Melbourne,t
11/24 Ireland St,1,482000,1,1,0,1930,Northern Metropolitan,West Melbourne,u
5/467 King St,2,620000,2,1,0,2002,Northern Metropolitan,West Melbourne,u
44 Miller St,4,2100000,4,1,440,,Northern Metropolitan,West Melbourne,h
19/33 Jeffcott St,3,601000,2,1,0,1996,Northern Metropolitan,West Melbourne,u
4 Freyer St,4,1325000,3,2,452,,Western Metropolitan,Williamstown,h
46 Pasco St,4,1400000,4,2,320,1950,Western Metropolitan,Williamstown,h
54 Twyford St,3,1535000,3,1,507,1910,Western Metropolitan,Williamstown,h
2/20 Victoria St,3,890000,3,1,0,1980,Western Metropolitan,Williamstown,u
35 Chandler St,4,1400000,4,2,457,,Western Metropolitan,Williamstown,h
43B Cole St,3,1800000,3,2,332,2006,Western Metropolitan,Williamstown,h
8 Long St,2,1050000,2,1,445,,Western Metropolitan,Williamstown,h
22 Station Rd,2,850000,2,1,278,,Western Metropolitan,Williamstown,h
19 Verdon St,4,2910000,4,3,338,1890,Western Metropolitan,Williamstown,h
56 Verdon St,3,2910000,3,3,515,1990,Western Metropolitan,Williamstown,h
7 Victoria St,4,2640000,4,2,650,,Western Metropolitan,Williamstown,h
110 Bayview St,3,1200000,3,2,315,1990,Western Metropolitan,Williamstown,h
64 Twyford St,4,3130000,4,2,897,1920,Western Metropolitan,Williamstown,h
98 Osborne St,3,1460000,3,1,373,1970,Western Metropolitan,Williamstown,h
8/99 Verdon St,1,310000,1,1,0,1968,Western Metropolitan,Williamstown,u
20 Bates Dr,3,1200000,3,2,348,1997,Western Metropolitan,Williamstown,h
28 Council La,3,1560000,3,2,310,2005,Western Metropolitan,Williamstown,h
19 Perry St,3,1575000,3,2,430,1996,Western Metropolitan,Williamstown,h
13/8 The Strand,2,830000,2,1,84,1980,Western Metropolitan,Williamstown,t
19/8 The Strand,2,830000,2,1,56,,Western Metropolitan,Williamstown,t
17 Station Rd,4,1085000,3,1,458,,Western Metropolitan,Williamstown,h
73 Victoria St,4,1815000,4,3,321,,Western Metropolitan,Williamstown,h
17 Yarra St,3,1470000,3,2,364,1970,Western Metropolitan,Williamstown,h
33 Hannan St,4,2230000,3,2,782,1900,Western Metropolitan,Williamstown,h
22 Bayview St,3,1460000,3,2,506,2010,Western Metropolitan,Williamstown,t
164 Coogee La,5,1410000,5,2,195,,Western Metropolitan,Williamstown,h
14 Illawarra St,2,940000,2,1,166,1986,Western Metropolitan,Williamstown,h
73 Victoria St,4,1900000,4,3,321,,Western Metropolitan,Williamstown,h
112 Crofton Dr,4,1330000,4,3,217,2003,Western Metropolitan,Williamstown,h
5 Railway Pl,3,1010000,3,2,250,,Western Metropolitan,Williamstown,h
20 Proctor St,3,1010000,3,2,418,1995,Western Metropolitan,Williamstown,h
5/72 Dover Rd,2,450000,2,1,0,,Western Metropolitan,Williamstown,u
5/77 Dover Rd,2,513500,2,1,0,1980,Western Metropolitan,Williamstown,u
102 John St,2,1000000,2,1,240,,Western Metropolitan,Williamstown,h
24/18 Station Rd,2,415000,2,1,0,,Western Metropolitan,Williamstown,u
22 Burbidge Dr,3,906000,3,2,270,,Western Metropolitan,Williamstown,h
71 Hannan St,4,1805000,3,2,466,1930,Western Metropolitan,Williamstown,h
16 Princes St,4,1126000,4,1,307,1900,Western Metropolitan,Williamstown,h
21a Station Rd,3,935000,3,2,233,2002,Western Metropolitan,Williamstown,t
18 James St,2,895000,2,2,193,,Western Metropolitan,Williamstown,h
4/54 Yarra St,2,375000,2,1,0,1970,Western Metropolitan,Williamstown,u
79 Aitken St,3,1000000,3,1,189,,Western Metropolitan,Williamstown,h
45 Albert St,2,769000,2,1,265,,Western Metropolitan,Williamstown,h
26 Collins St,3,1270000,3,1,470,,Western Metropolitan,Williamstown,h
24 Merrett Dr,4,1172000,4,2,344,,Western Metropolitan,Williamstown,h
175 Douglas Pde,3,1360000,3,1,477,1930,Western Metropolitan,Williamstown,h
104 Hannan St,4,2050000,4,2,648,2011,Western Metropolitan,Williamstown,h
116a Hannan St,3,975000,3,2,289,,Western Metropolitan,Williamstown,h
33 Cecil St,3,1310000,3,2,185,1900,Western Metropolitan,Williamstown,h
105 Dover Rd,4,830000,4,1,0,,Western Metropolitan,Williamstown,t
6/13 Dover Rd,2,491500,2,1,0,1970,Western Metropolitan,Williamstown,u
2/4 Lyons St,2,547500,2,1,0,1980,Western Metropolitan,Williamstown,u
5 Ellery La,3,965000,3,2,151,,Western Metropolitan,Williamstown,t
26A Macquarie St,3,1262000,3,2,204,,Western Metropolitan,Williamstown,h
77 Melbourne Rd,3,1210000,3,1,249,1910,Western Metropolitan,Williamstown,h
9/99 Melbourne Rd,2,412000,2,1,0,1980,Western Metropolitan,Williamstown,u
81 Parker St,2,1337500,2,1,297,,Western Metropolitan,Williamstown,h
18A Rennie St,2,811000,2,1,183,,Western Metropolitan,Williamstown,h
50 Thompson St,4,1630000,4,2,265,2010,Western Metropolitan,Williamstown,h
24 John St,2,920000,2,1,307,,Western Metropolitan,Williamstown,h
166 Cecil St,3,960000,3,2,189,1977,Western Metropolitan,Williamstown,h
118 Hannan St,3,1482500,3,2,506,1910,Western Metropolitan,Williamstown,h
19 MacLean St,4,1300000,4,2,369,1980,Western Metropolitan,Williamstown,h
139 Cecil St,4,2255000,4,1,765,1880,Western Metropolitan,Williamstown,h
233 Nelson Pl,4,1860000,4,2,199,,Western Metropolitan,Williamstown,h
68 Osborne St,3,1710000,3,2,260,2016,Western Metropolitan,Williamstown,h
11 Sandpiper Pl,4,2440000,4,3,500,2005,Western Metropolitan,Williamstown,h
2/125 Ferguson St,1,331000,1,1,0,,Western Metropolitan,Williamstown,u
4/4 Florence St,2,500000,2,1,53,,Western Metropolitan,Williamstown North,t
4/29 Champion Rd,2,400000,2,1,0,1970,Western Metropolitan,Williamstown North,u
37 Champion Rd,5,1410000,5,2,680,,Western Metropolitan,Williamstown North,h
10/68 Kororoit Creek Rd,1,285000,1,1,0,,Western Metropolitan,Williamstown North,u
8/46 Kororoit Creek Rd,2,460000,2,1,0,1979,Western Metropolitan,Williamstown North,u
3 Myrtle St,4,881000,4,1,468,,Western Metropolitan,Williamstown North,h
12/29 Champion Rd,2,380000,2,1,0,1960,Western Metropolitan,Williamstown North,u
26 Walter St,4,1440000,4,3,672,,Western Metropolitan,Williamstown North,h
13/68 Kororoit Creek Rd,2,367500,2,1,0,1970,Western Metropolitan,Williamstown North,u
18 Inglis St,3,1225000,3,1,311,1920,Western Metropolitan,Williamstown North,h
207/152 Peel St,2,580000,2,2,0,2012,Southern Metropolitan,Windsor,u
56 Henry St,3,1850000,3,1,361,,Southern Metropolitan,Windsor,h
1/14 The Avenue,3,825000,3,1,0,,Southern Metropolitan,Windsor,u
344 High St,3,2302000,3,1,440,1895,Southern Metropolitan,Windsor,h
54a Hornby St,2,1045000,2,1,118,1993,Southern Metropolitan,Windsor,h
39 McIlwrick St,4,2050000,4,2,321,,Southern Metropolitan,Windsor,h
1/60 McIlwrick St,2,611000,2,1,598,1940,Southern Metropolitan,Windsor,u
6/213 Dandenong Rd,2,600000,2,1,1043,,Southern Metropolitan,Windsor,u
4/12 Ellesmere Rd,2,800000,2,1,0,1930,Southern Metropolitan,Windsor,u
17/25 Williams Rd,1,275000,1,1,0,1970,Southern Metropolitan,Windsor,u
33 Earl St,2,1325000,2,1,153,,Southern Metropolitan,Windsor,h
7b Nathan Pl,3,1540000,3,2,138,2000,Southern Metropolitan,Windsor,h
115 Albert St,3,1370000,3,1,317,1900,Southern Metropolitan,Windsor,h
6/7 Ellesmere Rd,1,372000,1,1,0,1970,Southern Metropolitan,Windsor,u
9/58 The Avenue,1,412500,1,1,0,,Southern Metropolitan,Windsor,u
6/10 Wrexham Rd,1,452000,1,1,0,1974,Southern Metropolitan,Windsor,u
13/14 Newry St,2,450000,2,1,1057,,Southern Metropolitan,Windsor,u
106/233 Dandenong Rd,1,300000,1,1,0,2010,Southern Metropolitan,Windsor,u
4/11 Lewisham Rd,2,520000,2,1,0,,Southern Metropolitan,Windsor,u
6/28 The Avenue,2,650000,2,2,0,,Southern Metropolitan,Windsor,u
7/8 The Avenue,1,501000,1,1,0,2005,Southern Metropolitan,Windsor,u
1/43 Williams Rd,2,380000,2,1,0,1970,Southern Metropolitan,Windsor,u
3/11 Lincoln Pl,2,1177000,2,2,521,2000,Southern Metropolitan,Windsor,h
1a Primrose St,4,1605000,4,1,230,,Southern Metropolitan,Windsor,h
10/27 Lewisham Rd,2,600000,2,1,0,1970,Southern Metropolitan,Windsor,u
50 Andrew St,2,1500000,2,1,0,1928,Southern Metropolitan,Windsor,h
1/300 High St,3,830000,3,2,0,2000,Southern Metropolitan,Windsor,u
46/174 Peel St,2,1200000,2,2,0,2007,Southern Metropolitan,Windsor,u
7/23 The Avenue,1,300000,1,1,705,,Southern Metropolitan,Windsor,u
6/23 The Avenue,1,400000,1,1,706,,Southern Metropolitan,Windsor,u
11/5 The Avenue,2,623000,2,1,0,1963,Southern Metropolitan,Windsor,u
3/45 Williams Rd,2,600000,2,1,1452,1970,Southern Metropolitan,Windsor,u
45 Hornby St,2,1325000,2,1,140,,Southern Metropolitan,Windsor,h
12/29 Upton Rd,2,518000,2,1,0,,Southern Metropolitan,Windsor,u
50 Lewisham Rd,3,2368000,3,2,322,1970,Southern Metropolitan,Windsor,h
4 Erica St,2,1350000,2,1,181,,Southern Metropolitan,Windsor,h
22/17 Ellesmere Rd,2,650000,2,1,0,2014,Southern Metropolitan,Windsor,u
1/24 Green St,3,1200000,3,1,116,,Southern Metropolitan,Windsor,h
19 Newry St,3,1320000,3,1,365,,Southern Metropolitan,Windsor,h
8/15 Wrexham Rd,2,580000,2,1,0,1970,Southern Metropolitan,Windsor,u
5/243 Dandenong Rd,2,555000,2,1,0,1990,Southern Metropolitan,Windsor,u
8/14 Newry St,2,474000,2,1,0,1985,Southern Metropolitan,Windsor,u
31 Raleigh St,2,1350000,2,1,157,1900,Southern Metropolitan,Windsor,h
77 Raleigh St,3,1910000,3,3,143,1890,Southern Metropolitan,Windsor,h
11 Tarcoola Dr,4,700000,4,1,530,,Northern Metropolitan,Yallambie,h
8 Ovata Cl,4,915000,4,3,531,1990,Northern Metropolitan,Yallambie,h
70 Tarcoola Dr,3,810000,3,2,568,1975,Northern Metropolitan,Yallambie,h
267 Yallambie Rd,3,753000,3,2,536,1975,Northern Metropolitan,Yallambie,h
340 Yallambie Rd,3,602500,3,2,586,1970,Northern Metropolitan,Yallambie,h
4 Coleen St,3,742000,3,1,614,1978,Northern Metropolitan,Yallambie,h
36 Longacres Rd,4,953000,4,2,551,1997,Northern Metropolitan,Yallambie,h
5 Kurdian Ct,4,840000,4,2,761,1970,Northern Metropolitan,Yallambie,h
2 Debra Ct,3,650000,3,1,706,1970,Northern Metropolitan,Yallambie,h
342 Yallambie Rd,4,793000,4,2,592,,Northern Metropolitan,Yallambie,h
4 Melliodora Pl,3,731000,3,2,566,1991,Northern Metropolitan,Yallambie,h
5 Crew St,3,710000,3,1,616,1960,Northern Metropolitan,Yallambie,h
252 Yallambie Rd,3,720000,4,2,535,,Northern Metropolitan,Yallambie,h
5 Binalong Ct,3,720000,3,2,555,1978,Northern Metropolitan,Yallambie,h
27 Ovata Cl,3,936000,3,2,587,1994,Northern Metropolitan,Yallambie,h
17 Marigolds Rd,3,800000,3,2,660,,Northern Metropolitan,Yallambie,h
5 Amanda Ct,3,721000,3,1,687,1978,Northern Metropolitan,Yallambie,h
13 Benbow St,3,1000000,3,2,448,1940,Western Metropolitan,Yarraville,h
6 Sanderson St,2,890000,3,1,471,1950,Western Metropolitan,Yarraville,h
40 Tarrengower St,2,760000,2,1,134,,Western Metropolitan,Yarraville,h
83 Tarrengower St,3,1165000,3,1,191,1910,Western Metropolitan,Yarraville,h
4 Finlay St,4,1550000,4,2,427,2010,Western Metropolitan,Yarraville,h
7/87 Gamon St,3,770000,3,1,323,1960,Western Metropolitan,Yarraville,h
160 Hyde St,3,871000,3,2,428,1965,Western Metropolitan,Yarraville,h
1/194 Hyde St,3,780000,3,2,213,2004,Western Metropolitan,Yarraville,h
3/27 Stephen St,2,650000,2,1,0,1980,Western Metropolitan,Yarraville,t
41 Sussex St,3,770000,2,1,138,1890,Western Metropolitan,Yarraville,h
29 Newcastle St,2,890000,2,1,166,1920,Western Metropolitan,Yarraville,h
60 Adeney St,3,960000,3,1,503,,Western Metropolitan,Yarraville,h
76 Bishop St,4,1235000,4,2,244,2011,Western Metropolitan,Yarraville,h
16A Gordon Pde,3,670000,3,2,152,,Western Metropolitan,Yarraville,t
1/11 Goulburn St,2,960000,2,2,159,,Western Metropolitan,Yarraville,h
5 Hood St,2,1000000,2,1,220,1910,Western Metropolitan,Yarraville,h
13 Pearce St,2,710000,2,1,164,,Western Metropolitan,Yarraville,h
109 Powell St,3,1320000,3,2,473,1920,Western Metropolitan,Yarraville,h
13 Simpson St,3,1100000,3,2,214,1910,Western Metropolitan,Yarraville,h
7/88 Stephen St,2,782000,2,1,1555,2013,Western Metropolitan,Yarraville,u
34 Wilkins St,3,931000,3,1,442,,Western Metropolitan,Yarraville,h
6 Clarendon St,3,910000,3,3,197,2013,Western Metropolitan,Yarraville,h
1a Court St,2,796000,2,1,188,,Western Metropolitan,Yarraville,h
3 Cuming St,2,856000,2,1,261,1880,Western Metropolitan,Yarraville,h
40 Freeman St,3,670000,3,1,477,1960,Western Metropolitan,Yarraville,h
25 Gray St,4,706000,2,1,165,1900,Western Metropolitan,Yarraville,h
101 Roberts St,3,1050000,2,2,462,1960,Western Metropolitan,Yarraville,h
1/53 Stephen St,2,410000,2,0,0,,Western Metropolitan,Yarraville,u
31 Frederick St,4,1320000,4,2,319,1915,Western Metropolitan,Yarraville,h
27 Regent St,3,1414000,3,2,230,1900,Western Metropolitan,Yarraville,h
47 Bayview Rd,5,1815000,5,2,644,1890,Western Metropolitan,Yarraville,h
2/8 Hughes St,2,630000,2,1,148,2003,Western Metropolitan,Yarraville,h
50 Tongue St,4,1870000,4,1,766,1968,Western Metropolitan,Yarraville,h
60 Hamilton St,4,1785000,4,2,640,,Western Metropolitan,Yarraville,h
3/107 Somerville Rd,2,330000,2,1,0,1970,Western Metropolitan,Yarraville,u
44 Severn St,3,1930000,3,1,902,1920,Western Metropolitan,Yarraville,h
18 Free St,3,1035000,3,1,289,,Western Metropolitan,Yarraville,h
122 Stephen St,1,510000,1,1,0,2004,Western Metropolitan,Yarraville,u
9/51 Stephen St,2,381000,2,1,0,1960,Western Metropolitan,Yarraville,u
113 Anderson St,3,1040000,2,2,352,2016,Western Metropolitan,Yarraville,t
52 Goulburn St,3,1419000,3,1,270,1920,Western Metropolitan,Yarraville,h
63 Hawkhurst St,3,1050000,3,1,442,1940,Western Metropolitan,Yarraville,h
122 Stephen St,1,470000,1,1,0,2004,Western Metropolitan,Yarraville,h
280 Francis St,3,850000,3,1,444,,Western Metropolitan,Yarraville,h
7/13 Stephen St,2,501344,2,1,0,1950,Western Metropolitan,Yarraville,u
9 Stanger St,3,796000,3,1,464,1960,Western Metropolitan,Yarraville,h
27 Buninyong St,3,1217500,3,3,217,2016,Western Metropolitan,Yarraville,h
1a Kingston St,2,610000,2,0,94,,Western Metropolitan,Yarraville,h
64 Bishop St,3,1055000,3,1,670,1940,Western Metropolitan,Yarraville,h
4/16 Dean St,3,620000,3,3,0,2014,Western Metropolitan,Yarraville,t
117 Francis St,4,660000,4,1,360,1910,Western Metropolitan,Yarraville,h
342 Francis St,3,681000,2,1,446,,Western Metropolitan,Yarraville,h
5/69 Hamilton St,1,345000,1,1,0,1970,Western Metropolitan,Yarraville,u
25 Norfolk St,3,950000,3,1,240,1880,Western Metropolitan,Yarraville,h
9 Pearce St,3,955000,3,1,202,,Western Metropolitan,Yarraville,h
11 Sanderson St,2,822000,2,1,539,,Western Metropolitan,Yarraville,h
71 Bena St,2,760000,3,1,472,,Western Metropolitan,Yarraville,h
29 Frederick St,4,1200000,4,2,417,1900,Western Metropolitan,Yarraville,h
59 Gent St,3,1005000,3,1,438,1960,Western Metropolitan,Yarraville,h
282 Hyde St,3,600000,4,1,0,,Western Metropolitan,Yarraville,h
103/58 Ballarat St,1,381000,1,1,0,,Western Metropolitan,Yarraville,u
136 Hyde St,4,1150000,4,2,482,,Western Metropolitan,Yarraville,h
14 Lennox St,3,1020000,3,1,248,,Western Metropolitan,Yarraville,h
55 Ofarrell St,3,1250000,3,2,249,,Western Metropolitan,Yarraville,h
7 Stewart St,4,1340000,4,2,297,1900,Western Metropolitan,Yarraville,h
52 Severn St,3,865000,3,1,189,1930,Western Metropolitan,Yarraville,h
347 Williamstown Rd,3,781500,2,1,341,1950,Western Metropolitan,Yarraville,h
15 Ofarrell St,4,1401000,4,1,306,1910,Western Metropolitan,Yarraville,h
2/382 Williamstown Rd,2,630000,2,2,168,2000,Western Metropolitan,Yarraville,h
129 Roberts St,5,1137500,2,3,446,1950,Western Metropolitan,Yarraville,h
198 Francis St,4,925000,4,1,288,,Western Metropolitan,Yarraville,h
18 Frederick St,3,745000,2,1,325,,Western Metropolitan,Yarraville,h
2 Hood St,4,1158000,4,1,411,1910,Western Metropolitan,Yarraville,h
51 Sussex St,3,867000,3,1,195,,Western Metropolitan,Yarraville,h
9/11 Berry St,3,955000,3,2,206,2006,Western Metropolitan,Yarraville,h
3 Freame St,3,1081000,3,1,448,1940,Western Metropolitan,Yarraville,h
443 Geelong Rd,3,725000,3,1,558,1940,Western Metropolitan,Yarraville,h
43 Ballarat St,2,767000,2,1,128,1920,Western Metropolitan,Yarraville,h
42 Eirene St,2,951000,2,1,486,,Western Metropolitan,Yarraville,h
14 Finlay St,4,1028000,4,2,431,,Western Metropolitan,Yarraville,h
112 Francis St,2,740000,2,1,261,,Western Metropolitan,Yarraville,h
20 Grace St,3,1450000,3,2,542,2016,Western Metropolitan,Yarraville,h
23 Lennox St,3,1430000,3,3,386,1940,Western Metropolitan,Yarraville,h
38 Simpson St,3,1275000,3,1,229,1910,Western Metropolitan,Yarraville,h
122 Blackwood St,4,1606000,4,2,455,1890,Western Metropolitan,Yarraville,h
75 Ballard St,4,970000,3,1,664,1960,Western Metropolitan,Yarraville,h
38 Benbow St,2,780000,2,1,435,1950,Western Metropolitan,Yarraville,h
76 Kidman St,3,670000,3,1,463,1950,Western Metropolitan,Yarraville,h
